[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 0.04, 6, 0, 0, 0, 0, 7, 3, 19.0, 0, 0, 13, 24, 0, 1]
[1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 27, 2, 0, 1, 1, 8, 1, 7.308, 0, 0, 12, 166, 0, 1]
[1, -1, 1, 1, 1, 1, 0, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, 0.69, 18, 0, 0, 0, 0, 9, 2, 63.0, 0, 0, 15, 81, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 0, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 6, 0, 0, 0, 0, 7, 3, 22.0, 0, 0, 16, 27, 0, 1]
[1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.44, 9, 0, 0, 0, 0, 6, 2, 31.0, 0, 0, 12, 39, 0, 1]
[1, 0, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.67, 12, 0, 0, 0, 0, 10, 2, 56.0, 0, 0, 12, 67, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 0.29, 7, 0, 0, 0, 0, 7, 3, 25.0, 0, 0, 12, 31, 0, 1]
[1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.54, 10, 0, 0, 0, 0, 9, 2, 39.0, 0, 0, 12, 48, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 0, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 6, 0, 0, 0, 0, 6, 3, 18.0, 0, 0, 12, 23, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.03, 6, 0, 0, 0, 0, 9, 3, 24.0, 0, 0, 18, 29, 0, 1]
[1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 0.58, 12, 0, 0, 0, 0, 6, 1, 23.0, 0, 0, 12, 53, 0, 1]
[1, 0, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 0, 1, 0.09, 14, 0, 0, 1, 1, 6, 2, 5.0, 0, 0, 13, 54, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 0.04, 6, 0, 0, 0, 0, 10, 3, 22.0, 0, 0, 16, 27, 0, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.06, 5, 0, 0, 0, 0, 5, 3, 14.0, 0, 0, 8, 18, 0, 1]
[1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 0, 1, 0.17, 26, 2, 1, 1, 1, 21, 1, 13.1, 0, 0, 17, 172, 0, 1]
[1, 0, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 0, 1, 0.09, 14, 0, 0, 1, 1, 6, 2, 5.0, 0, 0, 13, 54, 0, 1]
[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0, -1, -1, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 0.68, 9, 0, 0, 0, 0, 8, 3, 39.0, 0, 0, 6, 47, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.23, 7, 0, 0, 0, 0, 7, 3, 24.0, 0, 0, 13, 30, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 6, 0, 0, 0, 0, 8, 3, 20.0, 0, 0, 14, 25, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 0, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 6, 0, 0, 0, 0, 7, 3, 22.0, 0, 0, 16, 27, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.05, 6, 0, 0, 0, 0, 5, 3, 17.0, 0, 0, 11, 22, 0, 1]
[1, 1, -1, 1, 1, 1, 0, -1, 1, -1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 0, 1, 0.22, 8, 0, 0, 0, 0, 9, 2, 25.0, 0, 0, 15, 32, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.29, 9, 0, 0, 1, 1, 6, 3, 32.0, 0, 0, 13, 41, 0, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.05, 5, 0, 0, 0, 0, 9, 3, 18.0, 0, 0, 12, 22, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 0, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.38, 8, 0, 0, 0, 0, 9, 2, 10.0, 0, 0, 14, 39, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 0, 1, -1, -1, 0, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 6, 0, 0, 0, 0, 6, 3, 19.0, 0, 0, 13, 24, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.21, 8, 0, 0, 0, 0, 10, 2, 26.0, 0, 0, 16, 33, 0, 1]
[1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 0.58, 12, 0, 0, 0, 0, 6, 1, 23.0, 0, 0, 12, 53, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 0, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.38, 9, 0, 0, 0, 0, 8, 1, 28.0, 0, 0, 13, 37, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.04, 6, 0, 0, 0, 0, 8, 3, 20.0, 0, 0, 14, 25, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, -1, 0, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.23, 8, 0, 0, 0, 0, 7, 2, 7.0, 0, 0, 13, 30, 0, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 0, 1, -1, -1, 0, -1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 0.16, 12, 0, 0, 1, 1, 8, 1, 35.0, 0, 0, 14, 49, 0, 1]
[1, 0, 1, 1, 1, -1, 0, 1, -1, 1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 0, 1, 0.24, 12, 0, 0, 1, 1, 11, 2, 56.0, 0, 0, 21, 68, 1, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 0.05, 6, 0, 0, 0, 0, 5, 3, 17.0, 0, 0, 11, 22, 0, 1]
